,movieID,recomendation,movie name,recomendation name
1042,1981,66203,Friday the 13th Part VIII: Jason Takes Manhattan (1989),He's Just Not That Into You (2009)
1043,1982,1682,Halloween (1978),"Truman Show, The (1998)"
1044,1983,1,Halloween II (1981),Toy Story (1995)
1045,1984,69640,Halloween III: Season of the Witch (1982),Public Enemies (2009)
1046,1985,58998,Halloween 4: The Return of Michael Myers (1988),Forgetting Sarah Marshall (2008)
1047,1991,67087,Child's Play (1988),"I Love You, Man (2009)"
1048,1992,2720,Child's Play 2 (1990),Inspector Gadget (1999)
1049,1993,544,Child's Play 3 (1991),Striking Distance (1993)
1050,1994,2088,Poltergeist (1982),Popeye (1980)
1051,1995,2043,Poltergeist II: The Other Side (1986),Darby O'Gill and the Little People (1959)
1052,1996,106782,Poltergeist III (1988),"Wolf of Wall Street, The (2013)"
1053,1997,780,"Exorcist, The (1973)",Independence Day (a.k.a. ID4) (1996)
1054,1999,1339,"Exorcist III, The (1990)",Dracula (Bram Stoker's Dracula) (1992)
1055,2000,5349,Lethal Weapon (1987),Spider-Man (2002)
1056,2001,2141,Lethal Weapon 2 (1989),"American Tail, An (1986)"
1057,2002,8665,Lethal Weapon 3 (1992),"Bourne Supremacy, The (2004)"
1058,2003,2028,Gremlins (1984),Saving Private Ryan (1998)
1059,2004,1,Gremlins 2: The New Batch (1990),Toy Story (1995)
1060,2005,122882,"Goonies, The (1985)",Mad Max: Fury Road (2015)
1061,2006,1252,"Mask of Zorro, The (1998)",Chinatown (1974)
1062,2009,2495,Soylent Green (1973),"Fantastic Planet, The (Planète sauvage, La) (1973)"
1063,2010,5445,Metropolis (1927),Minority Report (2002)
1064,2011,500,Back to the Future Part II (1989),Mrs. Doubtfire (1993)
1065,2012,1784,Back to the Future Part III (1990),As Good as It Gets (1997)
1066,2013,1953,"Poseidon Adventure, The (1972)","French Connection, The (1971)"
1067,2014,114795,Freaky Friday (1977),Dracula Untold (2014)
1068,2015,3274,"Absent-Minded Professor, The (1961)",Single White Female (1992)
1069,2018,1230,Bambi (1942),Annie Hall (1977)
1070,2019,1201,Seven Samurai (Shichinin no samurai) (1954),"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)"
1071,2020,1271,Dangerous Liaisons (1988),Fried Green Tomatoes (1991)
1072,2021,48394,Dune (1984),"Pan's Labyrinth (Laberinto del fauno, El) (2006)"
1073,2022,6294,"Last Temptation of Christ, The (1988)",Bulletproof Monk (2003)
1074,2023,1,"Godfather: Part III, The (1990)",Toy Story (1995)
1075,2025,1,Lolita (1997),Toy Story (1995)
1076,2026,79357,Disturbing Behavior (1998),Mr. Nobody (2009)
1077,2028,79132,Saving Private Ryan (1998),Inception (2010)
1078,2033,42718,"Black Cauldron, The (1985)",District 13 (Banlieue 13) (2004)
1079,2034,34072,"Black Hole, The (1979)","March of the Penguins (Marche de l'empereur, La) (2005)"
1080,2036,7147,Blank Check (1994),Big Fish (2003)
1081,2038,166635,"Cat from Outer Space, The (1978)",Passengers (2016)
1082,2042,4351,D2: The Mighty Ducks (1994),Point Break (1991)
1083,2043,3917,Darby O'Gill and the Little People (1959),Hellraiser (1987)
1084,2046,1682,Flight of the Navigator (1986),"Truman Show, The (1998)"
1085,2048,1036,"Great Mouse Detective, The (1986)",Die Hard (1988)
1086,2052,3624,Hocus Pocus (1993),Shanghai Noon (2000)
1087,2053,4084,"Honey, I Blew Up the Kid (1992)",Beverly Hills Cop II (1987)
1088,2054,899,"Honey, I Shrunk the Kids (1989)",Singin' in the Rain (1952)
1089,2058,8622,"Negotiator, The (1998)",Fahrenheit 9/11 (2004)
1090,2059,8808,"Parent Trap, The (1998)","Princess Diaries 2: Royal Engagement, The (2004)"
1091,2060,2302,BASEketball (1998),My Cousin Vinny (1992)
1092,2064,3033,Roger & Me (1989),Spaceballs (1987)
1093,2065,158238,"Purple Rose of Cairo, The (1985)",The Nice Guys (2016)
1094,2066,1617,Out of the Past (1947),L.A. Confidential (1997)
1095,2067,63859,Doctor Zhivago (1965),Bolt (2008)
1096,2068,714,Fanny and Alexander (Fanny och Alexander) (1982),Dead Man (1995)
1097,2069,1862,"Trip to Bountiful, The (1985)",Species II (1998)
1098,2070,2356,Tender Mercies (1983),Celebrity (1998)
1099,2071,3198,And the Band Played On (1993),Papillon (1973)
1100,2072,2161,"'burbs, The (1989)","NeverEnding Story, The (1984)"
1101,2076,898,Blue Velvet (1986),"Philadelphia Story, The (1940)"
1102,2078,1258,"Jungle Book, The (1967)","Shining, The (1980)"
1103,2080,2078,Lady and the Tramp (1955),"Jungle Book, The (1967)"
1104,2081,7293,"Little Mermaid, The (1989)",50 First Dates (2004)
1105,2082,3623,"Mighty Ducks, The (1992)",Mission: Impossible II (2000)
1106,2083,47610,"Muppet Christmas Carol, The (1992)","Illusionist, The (2006)"
1107,2084,3525,Newsies (1992),Bachelor Party (1984)
1108,2085,4011,101 Dalmatians (One Hundred and One Dalmatians) (1961),Snatch (2000)
1109,2087,1683,Peter Pan (1953),"Wings of the Dove, The (1997)"
1110,2088,2058,Popeye (1980),"Negotiator, The (1998)"
1111,2089,1136,"Rescuers Down Under, The (1990)",Monty Python and the Holy Grail (1975)
1112,2090,44555,"Rescuers, The (1977)","Lives of Others, The (Das leben der Anderen) (2006)"
1113,2091,68157,Return from Witch Mountain (1978),Inglourious Basterds (2009)
1114,2093,110882,Return to Oz (1985),Locke (2013)
1115,2094,3555,"Rocketeer, The (1991)",U-571 (2000)
1116,2096,56801,Sleeping Beauty (1959),AVPR: Aliens vs. Predator - Requiem (2007)
1117,2097,94959,Something Wicked This Way Comes (1983),Moonrise Kingdom (2012)
1118,2099,1,Song of the South (1946),Toy Story (1995)
1119,2100,1234,Splash (1984),"Sting, The (1973)"
1120,2102,367,Steamboat Willie (1928),"Mask, The (1994)"
1121,2105,2762,Tron (1982),"Sixth Sense, The (1999)"
1122,2106,93838,Swing Kids (1993),The Raid: Redemption (2011)
1123,2107,694,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),"Substitute, The (1996)"
1124,2108,586,L.A. Story (1991),Home Alone (1990)
1125,2109,1203,"Jerk, The (1979)",12 Angry Men (1957)
1126,2110,6952,Dead Men Don't Wear Plaid (1982),Gothika (2003)
1127,2111,34532,"Man with Two Brains, The (1983)","Skeleton Key, The (2005)"
1128,2112,3036,Grand Canyon (1991),"Quest for Fire (Guerre du feu, La) (1981)"
1129,2114,1835,"Outsiders, The (1983)",City of Angels (1998)
1130,2115,50068,Indiana Jones and the Temple of Doom (1984),Letters from Iwo Jima (2006)
1131,2116,3267,"Lord of the Rings, The (1978)","Mariachi, El (1992)"
1132,2117,2245,1984 (Nineteen Eighty-Four) (1984),Working Girl (1988)
1133,2118,1552,"Dead Zone, The (1983)",Con Air (1997)
1134,2119,265,Maximum Overdrive (1986),Like Water for Chocolate (Como agua para chocolate) (1992)
1135,2120,85131,Needful Things (1993),Battle: Los Angeles (2011)
1136,2121,3005,Cujo (1983),"Bone Collector, The (1999)"
1137,2122,6296,Children of the Corn (1984),"Mighty Wind, A (2003)"
1138,2123,3147,All Dogs Go to Heaven (1989),"Green Mile, The (1999)"
1139,2124,2301,"Addams Family, The (1991)",History of the World: Part I (1981)
1140,2125,1801,Ever After: A Cinderella Story (1998),"Man in the Iron Mask, The (1998)"
1141,2126,58803,Snake Eyes (1998),21 (2008)
1142,2130,1201,Atlantic City (1980),"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)"
1143,2132,1265,Who's Afraid of Virginia Woolf? (1966),Groundhog Day (1993)
1144,2133,592,Adventures in Babysitting (1987),Batman (1989)
1145,2134,1777,Weird Science (1985),"Wedding Singer, The (1998)"
1146,2135,3831,Doctor Dolittle (1967),Saving Grace (2000)
1147,2136,80906,"Nutty Professor, The (1963)",Inside Job (2010)
1148,2137,1197,Charlotte's Web (1973),"Princess Bride, The (1987)"
1149,2138,7137,Watership Down (1978),"Cooler, The (2003)"
1150,2139,2571,"Secret of NIMH, The (1982)","Matrix, The (1999)"
1151,2140,593,"Dark Crystal, The (1982)","Silence of the Lambs, The (1991)"
1152,2141,3285,"American Tail, An (1986)","Beach, The (2000)"
1153,2142,1,"American Tail: Fievel Goes West, An (1991)",Toy Story (1995)
1154,2143,76293,Legend (1985),Date Night (2010)
1155,2144,527,Sixteen Candles (1984),Schindler's List (1993)
1156,2145,1272,Pretty in Pink (1986),Patton (1970)
1157,2146,1835,St. Elmo's Fire (1985),City of Angels (1998)
1158,2147,902,"Clan of the Cave Bear, The (1986)",Breakfast at Tiffany's (1961)
1159,2148,1,House (1986),Toy Story (1995)
1160,2150,3702,"Gods Must Be Crazy, The (1980)",Mad Max (1979)
1161,2151,514,"Gods Must Be Crazy II, The (1989)","Ref, The (1994)"
1162,2153,1,"Avengers, The (1998)",Toy Story (1995)
1163,2154,5303,How Stella Got Her Groove Back (1998),Joe Versus the Volcano (1990)
1164,2155,2033,"Slums of Beverly Hills, The (1998)","Black Cauldron, The (1985)"
1165,2159,1320,Henry: Portrait of a Serial Killer (1986),Alien³ (a.k.a. Alien 3) (1992)
1166,2160,46723,Rosemary's Baby (1968),Babel (2006)
1167,2161,1,"NeverEnding Story, The (1984)",Toy Story (1995)
1168,2162,1,"NeverEnding Story II: The Next Chapter, The (1990)",Toy Story (1995)
1169,2163,1,Attack of the Killer Tomatoes! (1978),Toy Story (1995)
1170,2167,32,Blade (1998),Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
1171,2169,3365,Dead Man on Campus (1998),"Searchers, The (1956)"
1172,2171,89904,Next Stop Wonderland (1998),The Artist (2011)
1173,2174,4886,Beetlejuice (1988),"Monsters, Inc. (2001)"
1174,2176,1,Rope (1948),Toy Story (1995)
1175,2178,1,Frenzy (1972),Toy Story (1995)
1176,2181,32,Marnie (1964),Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
1177,2183,1912,"Man Who Knew Too Much, The (1956)",Out of Sight (1998)
1178,2184,2644,"Trouble with Harry, The (1955)",Dracula (1931)
1179,2186,1249,Strangers on a Train (1951),"Femme Nikita, La (Nikita) (1990)"
1180,2188,1193,54 (1998),One Flew Over the Cuckoo's Nest (1975)
1181,2193,3300,Willow (1988),Pitch Black (2000)
1182,2194,3793,"Untouchables, The (1987)",X-Men (2000)
1183,2195,2891,Dirty Work (1998),"Happy, Texas (1999)"
1184,2202,2065,Lifeboat (1944),"Purple Rose of Cairo, The (1985)"
1185,2203,1248,Shadow of a Doubt (1943),Touch of Evil (1958)
1186,2206,594,Suspicion (1941),Snow White and the Seven Dwarfs (1937)
1187,2208,899,"Lady Vanishes, The (1938)",Singin' in the Rain (1952)
1188,2212,339,"Man Who Knew Too Much, The (1934)",While You Were Sleeping (1995)
1189,2231,1,Rounders (1998),Toy Story (1995)
1190,2232,7151,Cube (1997),Girl with a Pearl Earring (2003)
1191,2236,3481,Simon Birch (1998),High Fidelity (2000)
1192,2240,5444,My Bodyguard (1980),Lilo & Stitch (2002)
1193,2243,30,Broadcast News (1987),Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)
1194,2245,1094,Working Girl (1988),"Crying Game, The (1992)"
1195,2247,1276,Married to the Mob (1988),Cool Hand Luke (1967)
1196,2248,1124,Say Anything... (1989),On Golden Pond (1981)
1197,2249,1,My Blue Heaven (1990),Toy Story (1995)
1198,2252,8870,Hero (1992),"Forgotten, The (2004)"
1199,2253,1,Toys (1992),Toy Story (1995)
1200,2259,5690,Blame It on Rio (1984),Grave of the Fireflies (Hotaru no haka) (1988)
1201,2261,55995,One Crazy Summer (1986),Beowulf (2007)
1202,2262,848,About Last Night... (1986),"Spitfire Grill, The (1996)"
1203,2263,8665,"Seventh Sign, The (1988)","Bourne Supremacy, The (2004)"
1204,2266,2302,"Butcher's Wife, The (1991)",My Cousin Vinny (1992)
1205,2268,480,"Few Good Men, A (1992)",Jurassic Park (1993)
1206,2269,1339,Indecent Proposal (1993),Dracula (Bram Stoker's Dracula) (1992)
1207,2273,106100,Rush Hour (1998),Dallas Buyers Club (2013)
1208,2278,3751,Ronin (1998),Chicken Run (2000)
1209,2279,1425,Urban Legend (1998),Fierce Creatures (1997)
1210,2282,3616,Pecker (1998),Loser (2000)
1211,2287,45517,Them! (1954),Cars (2006)
1212,2288,1247,"Thing, The (1982)","Graduate, The (1967)"
1213,2289,1,"Player, The (1992)",Toy Story (1995)
1214,2290,54736,Stardust Memories (1980),"Kingdom, The (2007)"
1215,2291,27801,Edward Scissorhands (1990),Ong-Bak: The Thai Warrior (Ong Bak) (2003)
1216,2294,1219,Antz (1998),Psycho (1960)
1217,2296,81229,"Night at the Roxbury, A (1998)",Red (2010)
1218,2297,85,What Dreams May Come (1998),Angels and Insects (1995)
1219,2300,5013,"Producers, The (1968)",Gosford Park (2001)
1220,2301,2329,History of the World: Part I (1981),American History X (1998)
1221,2302,236,My Cousin Vinny (1992),French Kiss (1995)
1222,2303,1361,Nashville (1975),Paradise Lost: The Child Murders at Robin Hood Hills (1996)
1223,2311,2770,2010: The Year We Make Contact (1984),Bowfinger (1999)
1224,2312,82167,Children of a Lesser God (1986),Love and Other Drugs (2010)
1225,2313,1894,"Elephant Man, The (1980)",Six Days Seven Nights (1998)
1226,2315,3983,Bride of Chucky (Child's Play 4) (1998),You Can Count on Me (2000)
1227,2316,54272,Practical Magic (1998),"Simpsons Movie, The (2007)"
1228,2318,342,Happiness (1998),Muriel's Wedding (1994)
1229,2320,74795,Apt Pupil (1998),Green Zone (2010)
1230,2321,64957,Pleasantville (1998),"Curious Case of Benjamin Button, The (2008)"
1231,2322,2123,Soldier (1998),All Dogs Go to Heaven (1989)
1232,2324,2019,Life Is Beautiful (La Vita è bella) (1997),Seven Samurai (Shichinin no samurai) (1954)
1233,2325,436,Orgazmo (1997),Color of Night (1994)
1234,2328,145,Vampires (1998),Bad Boys (1995)
1235,2329,356,American History X (1998),Forrest Gump (1994)
1236,2331,69526,Living Out Loud (1998),Transformers: Revenge of the Fallen (2009)
1237,2333,1,Gods and Monsters (1998),Toy Story (1995)
1238,2334,52458,"Siege, The (1998)",Disturbia (2007)
1239,2335,3253,"Waterboy, The (1998)",Wayne's World (1992)
1240,2336,2087,Elizabeth (1998),Peter Pan (1953)
1241,2337,3489,Velvet Goldmine (1998),Hook (1991)
1242,2338,305,I Still Know What You Did Last Summer (1998),Ready to Wear (Pret-A-Porter) (1994)
1243,2340,1,Meet Joe Black (1998),Toy Story (1995)
1244,2344,3247,Runaway Train (1985),Sister Act (1992)
1245,2346,1962,"Stepford Wives, The (1975)",Driving Miss Daisy (1989)
1246,2348,183611,Sid and Nancy (1986),Game Night (2018)
1247,2349,5941,Mona Lisa (1986),Drumline (2002)
1248,2351,950,"Nights of Cabiria (Notti di Cabiria, Le) (1957)","Thin Man, The (1934)"
1249,2352,1,"Big Chill, The (1983)",Toy Story (1995)
1250,2353,33679,Enemy of the State (1998),Mr. & Mrs. Smith (2005)
1251,2354,90746,"Rugrats Movie, The (1998)","Adventures of Tintin, The (2011)"
1252,2355,4963,"Bug's Life, A (1998)",Ocean's Eleven (2001)
1253,2356,55118,Celebrity (1998),Eastern Promises (2007)
1254,2357,3098,Central Station (Central do Brasil) (1998),"Natural, The (1984)"
1255,2359,1,Waking Ned Devine (a.k.a. Waking Ned) (1998),Toy Story (1995)
1256,2360,50685,"Celebration, The (Festen) (1998)",Waitress (2007)
1257,2361,2989,Pink Flamingos (1972),For Your Eyes Only (1981)
1258,2363,3998,Godzilla (Gojira) (1954),Proof of Life (2000)
1259,2366,2797,King Kong (1933),Big (1988)
1260,2367,1,King Kong (1976),Toy Story (1995)
1261,2369,2918,Desperately Seeking Susan (1985),Ferris Bueller's Day Off (1986)
1262,2371,1833,Fletch (1985),Mercury Rising (1998)
1263,2372,1,Fletch Lives (1989),Toy Story (1995)
1264,2373,1635,Red Sonja (1985),"Ice Storm, The (1997)"
1265,2374,1377,Gung Ho (1986),Batman Returns (1992)
1266,2375,1,"Money Pit, The (1986)",Toy Story (1995)
1267,2376,1952,"View to a Kill, A (1985)",Midnight Cowboy (1969)
1268,2377,1,Lifeforce (1985),Toy Story (1995)
1269,2378,5506,Police Academy (1984),Blood Work (2002)
1270,2379,7438,Police Academy 2: Their First Assignment (1985),Kill Bill: Vol. 2 (2004)
1271,2380,552,Police Academy 3: Back in Training (1986),"Three Musketeers, The (1993)"
1272,2381,59369,Police Academy 4: Citizens on Patrol (1987),Taken (2008)
1273,2382,43396,Police Academy 5: Assignment: Miami Beach (1988),"World's Fastest Indian, The (2005)"
1274,2383,1,Police Academy 6: City Under Siege (1989),Toy Story (1995)
1275,2384,30749,Babe: Pig in the City (1998),Hotel Rwanda (2004)
1276,2387,7046,Very Bad Things (1998),"Witches of Eastwick, The (1987)"
1277,2389,4799,Psycho (1998),"It's a Mad, Mad, Mad, Mad World (1963)"
1278,2390,1147,Little Voice (1998),When We Were Kings (1996)
1279,2391,348,"Simple Plan, A (1998)",Bullets Over Broadway (1994)
1280,2392,3988,Jack Frost (1998),How the Grinch Stole Christmas (a.k.a. The Grinch) (2000)
1281,2393,1193,Star Trek: Insurrection (1998),One Flew Over the Cuckoo's Nest (1975)
1282,2394,50,"Prince of Egypt, The (1998)","Usual Suspects, The (1995)"
1283,2395,3253,Rushmore (1998),Wayne's World (1992)
1284,2396,534,Shakespeare in Love (1998),Shadowlands (1993)
1285,2398,1099,Miracle on 34th Street (1947),"Christmas Carol, A (1938)"
1286,2399,52694,Santa Claus: The Movie (1985),Mr. Bean's Holiday (2007)
1287,2401,2858,Pale Rider (1985),American Beauty (1999)
1288,2402,2918,Rambo: First Blood Part II (1985),Ferris Bueller's Day Off (1986)
1289,2403,1148,First Blood (Rambo: First Blood) (1982),Wallace & Gromit: The Wrong Trousers (1993)
1290,2404,1255,Rambo III (1988),Bad Taste (1987)
1291,2405,2683,"Jewel of the Nile, The (1985)",Austin Powers: The Spy Who Shagged Me (1999)
1292,2406,2028,Romancing the Stone (1984),Saving Private Ryan (1998)
1293,2407,6016,Cocoon (1985),City of God (Cidade de Deus) (2002)
1294,2408,6947,Cocoon: The Return (1988),Master and Commander: The Far Side of the World (2003)
1295,2409,1,Rocky II (1979),Toy Story (1995)
1296,2410,1,Rocky III (1982),Toy Story (1995)
1297,2411,4016,Rocky IV (1985),"Emperor's New Groove, The (2000)"
1298,2412,1215,Rocky V (1990),Army of Darkness (1993)
1299,2413,913,Clue (1985),"Maltese Falcon, The (1941)"
1300,2414,4205,Young Sherlock Holmes (1985),Mermaids (1990)
1301,2416,3623,Back to School (1986),Mission: Impossible II (2000)
1302,2420,1057,"Karate Kid, The (1984)",Everyone Says I Love You (1996)
1303,2421,79224,"Karate Kid, Part II, The (1986)","Karate Kid, The (2010)"
1304,2422,1431,"Karate Kid, Part III, The (1989)",Beverly Hills Ninja (1997)
1305,2423,8533,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),"Notebook, The (2004)"
1306,2424,2058,You've Got Mail (1998),"Negotiator, The (1998)"
1307,2427,102194,"Thin Red Line, The (1998)",Mud (2012)
1308,2428,2936,"Faculty, The (1998)",Sullivan's Travels (1941)
1309,2429,4367,Mighty Joe Young (1998),Lara Croft: Tomb Raider (2001)
1310,2431,345,Patch Adams (1998),"Adventures of Priscilla, Queen of the Desert, The (1994)"
1311,2432,58299,Stepmom (1998),Horton Hears a Who! (2008)
1312,2433,1,"Civil Action, A (1998)",Toy Story (1995)
1313,2436,446,Tea with Mussolini (1999),Farewell My Concubine (Ba wang bie ji) (1993)
1314,2439,2359,Affliction (1997),Waking Ned Devine (a.k.a. Waking Ned) (1998)
1315,2442,1479,Hilary and Jackie (1998),"Saint, The (1997)"
1316,2443,49824,Playing by Heart (1998),Dreamgirls (2006)
1317,2447,3040,Varsity Blues (1999),Meatballs (1979)
1318,2448,55721,Virus (1999),Elite Squad (Tropa de Elite) (2007)
1319,2450,3978,Howard the Duck (1986),"Legend of Bagger Vance, The (2000)"
1320,2453,3593,"Boy Who Could Fly, The (1986)",Battlefield Earth (2000)
1321,2454,42734,"Fly, The (1958)",Hoodwinked! (2005)
1322,2455,1608,"Fly, The (1986)",Air Force One (1997)
1323,2456,1343,"Fly II, The (1989)",Cape Fear (1991)
1324,2457,1,Running Scared (1986),Toy Story (1995)
1325,2459,1258,"Texas Chainsaw Massacre, The (1974)","Shining, The (1980)"
1326,2463,1,Ruthless People (1986),Toy Story (1995)
1327,2467,89804,"Name of the Rose, The (Name der Rose, Der) (1986)","Ides of March, The (2011)"
1328,2468,440,Jumpin' Jack Flash (1986),Dave (1993)
1329,2469,3793,Peggy Sue Got Married (1986),X-Men (2000)
1330,2470,2000,Crocodile Dundee (1986),Lethal Weapon (1987)
1331,2471,356,Crocodile Dundee II (1988),Forrest Gump (1994)
1332,2473,2288,Soul Man (1986),"Thing, The (1982)"
1333,2474,1190,"Color of Money, The (1986)",Tie Me Up! Tie Me Down! (¡Átame!) (1990)
1334,2476,3471,Heartbreak Ridge (1986),Close Encounters of the Third Kind (1977)
1335,2478,1,¡Three Amigos! (1986),Toy Story (1995)
1336,2485,6934,She's All That (1999),"Matrix Revolutions, The (2003)"
1337,2488,1041,Peeping Tom (1960),Secrets & Lies (1996)
1338,2490,4886,Payback (1999),"Monsters, Inc. (2001)"
1339,2495,3000,"Fantastic Planet, The (Planète sauvage, La) (1973)",Princess Mononoke (Mononoke-hime) (1997)
1340,2496,804,Blast from the Past (1999),She's the One (1996)
1341,2497,4499,Message in a Bottle (1999),Dirty Rotten Scoundrels (1988)
1342,2500,36519,Jawbreaker (1999),Transporter 2 (2005)
1343,2501,1051,October Sky (1999),Trees Lounge (1996)
1344,2502,61323,Office Space (1999),Burn After Reading (2008)
1345,2504,3181,200 Cigarettes (1999),Titus (1999)
1346,2505,1801,8MM (1999),"Man in the Iron Mask, The (1998)"
1347,2506,2336,"Other Sister, The (1999)",Elizabeth (1998)
1348,2511,3062,"Long Goodbye, The (1973)","Longest Day, The (1962)"
1349,2513,37729,Pet Sematary (1989),Corpse Bride (2005)
1350,2514,440,Pet Sematary II (1992),Dave (1993)
1351,2517,8644,Christine (1983),"I, Robot (2004)"
1352,2518,2796,Night Shift (1982),Funny Farm (1988)
1353,2520,3153,Airport (1970),"7th Voyage of Sinbad, The (1958)"
1354,2524,84374,"Towering Inferno, The (1974)",No Strings Attached (2011)
1355,2527,608,Westworld (1973),Fargo (1996)
1356,2528,271,Logan's Run (1976),Losing Isaiah (1995)
1357,2529,1077,Planet of the Apes (1968),Sleeper (1973)
1358,2530,2080,Beneath the Planet of the Apes (1970),Lady and the Tramp (1955)
1359,2531,6350,Battle for the Planet of the Apes (1973),Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986)
1360,2532,5810,Conquest of the Planet of the Apes (1972),8 Mile (2002)
1361,2533,1797,Escape from the Planet of the Apes (1971),Everest (1998)
1362,2539,8981,Analyze This (1999),Closer (2004)
1363,2541,2000,Cruel Intentions (1999),Lethal Weapon (1987)
1364,2542,593,"Lock, Stock & Two Smoking Barrels (1998)","Silence of the Lambs, The (1991)"
1365,2549,2926,Wing Commander (1999),Hairspray (1988)
1366,2550,1762,"Haunting, The (1963)",Deep Rising (1998)
1367,2551,923,Dead Ringers (1988),Citizen Kane (1941)
1368,2553,1284,Village of the Damned (1960),"Big Sleep, The (1946)"
1369,2555,140247,Baby Geniuses (1999),The Gift (2015)
1370,2558,4531,Forces of Nature (1999),Red Heat (1988)
1371,2560,2600,Ravenous (1999),eXistenZ (1999)
1372,2561,7569,True Crime (1999),You Only Live Twice (1967)
1373,2565,1889,"King and I, The (1956)",Insomnia (1997)
1374,2567,2315,EDtv (1999),Bride of Chucky (Child's Play 4) (1998)
1375,2568,318,"Mod Squad, The (1999)","Shawshank Redemption, The (1994)"
1376,2571,185,"Matrix, The (1999)","Net, The (1995)"
1377,2572,5135,10 Things I Hate About You (1999),Monsoon Wedding (2001)
1378,2574,1218,"Out-of-Towners, The (1999)","Killer, The (Die xue shuang xiong) (1989)"
1379,2575,3185,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",Snow Falling on Cedars (1999)
1380,2579,585,Following (1998),"Brady Bunch Movie, The (1995)"
1381,2580,4011,Go (1999),Snatch (2000)
1382,2581,1735,Never Been Kissed (1999),Great Expectations (1998)
1383,2583,42723,Cookie's Fortune (1999),Hostel (2005)
1384,2594,471,Open Your Eyes (Abre los ojos) (1997),"Hudsucker Proxy, The (1994)"
1385,2596,1025,SLC Punk! (1998),"Sword in the Stone, The (1963)"
1386,2598,70,Pushing Tin (1999),From Dusk Till Dawn (1996)
1387,2599,5952,Election (1999),"Lord of the Rings: The Two Towers, The (2002)"
1388,2600,1320,eXistenZ (1999),Alien³ (a.k.a. Alien 3) (1992)
1389,2605,266,Entrapment (1999),Legends of the Fall (1994)
1390,2606,2053,Idle Hands (1999),"Honey, I Blew Up the Kid (1992)"
1391,2611,3977,"Winslow Boy, The (1999)",Charlie's Angels (2000)
1392,2612,7367,Mildred Pierce (1945),"Ladykillers, The (2004)"
1393,2613,156,Night of the Comet (1984),Blue in the Face (1995)
1394,2616,551,Dick Tracy (1990),"Nightmare Before Christmas, The (1993)"
1395,2617,1,"Mummy, The (1999)",Toy Story (1995)
1396,2618,1658,"Castle, The (1997)","Life Less Ordinary, A (1997)"
1397,2622,783,William Shakespeare's A Midsummer Night's Dream (1999),"Hunchback of Notre Dame, The (1996)"
1398,2628,3034,Star Wars: Episode I - The Phantom Menace (1999),Robin Hood (1973)
1399,2633,6565,"Mummy, The (1932)",Seabiscuit (2003)
1400,2639,2066,Mommie Dearest (1981),Out of the Past (1947)
1401,2640,1120,Superman (1978),"People vs. Larry Flynt, The (1996)"
1402,2641,1610,Superman II (1980),"Hunt for Red October, The (1990)"
1403,2642,1302,Superman III (1983),Field of Dreams (1989)
1404,2643,2724,Superman IV: The Quest for Peace (1987),Runaway Bride (1999)
1405,2644,1387,Dracula (1931),Jaws (1975)
1406,2648,1029,Frankenstein (1931),Dumbo (1941)
1407,2657,480,"Rocky Horror Picture Show, The (1975)",Jurassic Park (1993)
1408,2660,1240,"Thing from Another World, The (1951)","Terminator, The (1984)"
1409,2662,6663,"War of the Worlds, The (1953)","Pink Panther Strikes Again, The (1976)"
1410,2664,899,Invasion of the Body Snatchers (1956),Singin' in the Rain (1952)
1411,2668,122918,Swamp Thing (1982),Guardians of the Galaxy 2 (2017)
1412,2670,2553,Run Silent Run Deep (1958),Village of the Damned (1960)
1413,2671,34048,Notting Hill (1999),War of the Worlds (2005)
1414,2672,4275,"Thirteenth Floor, The (1999)",Krull (1983)
1415,2676,39435,Instinct (1999),"Legend of Zorro, The (2005)"
1416,2677,3741,Buena Vista Social Club (1999),Badlands (1973)
1417,2683,2718,Austin Powers: The Spy Who Shagged Me (1999),Drop Dead Gorgeous (1999)
1418,2686,4508,"Red Violin, The (Violon rouge, Le) (1998)",Gorillas in the Mist (1988)
1419,2687,231,Tarzan (1999),Dumb & Dumber (Dumb and Dumber) (1994)
1420,2688,2506,"General's Daughter, The (1999)","Other Sister, The (1999)"
1421,2690,1213,"Ideal Husband, An (1999)",Goodfellas (1990)
1422,2692,1678,Run Lola Run (Lola rennt) (1998),"Joy Luck Club, The (1993)"
1423,2693,1845,Trekkies (1997),Zero Effect (1998)
1424,2694,108932,Big Daddy (1999),The Lego Movie (2014)
1425,2696,780,"Dinner Game, The (Dîner de cons, Le) (1998)",Independence Day (a.k.a. ID4) (1996)
1426,2699,951,Arachnophobia (1990),His Girl Friday (1940)
1427,2700,3623,"South Park: Bigger, Longer and Uncut (1999)",Mission: Impossible II (2000)
1428,2701,1580,Wild Wild West (1999),Men in Black (a.k.a. MIB) (1997)
