,index,movieId,title,genres
464,1061,464,Dirty Dancing (1987),Drama|Musical|Romance
465,1062,465,Reservoir Dogs (1992),Crime|Mystery|Thriller
466,1063,466,Platoon (1986),Drama|War
467,1064,467,Weekend at Bernie's (1989),Comedy
468,1065,468,Basic Instinct (1992),Crime|Mystery|Thriller
469,1066,469,"Doors, The (1991)",Drama
470,1067,470,"Crying Game, The (1992)",Drama|Romance|Thriller
471,1068,471,Glengarry Glen Ross (1992),Drama
472,1069,472,Sophie's Choice (1982),Drama
473,1070,473,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi
474,1073,474,Days of Thunder (1990),Action|Drama|Romance
475,1074,475,Top Gun (1986),Action|Romance
476,1076,476,Rebel Without a Cause (1955),Drama
477,1077,477,"Streetcar Named Desire, A (1951)",Drama
478,1092,478,"People vs. Larry Flynt, The (1996)",Comedy|Drama
479,1096,479,On Golden Pond (1981),Drama
480,1097,480,"Return of the Pink Panther, The (1975)",Comedy|Crime
481,1098,481,Drop Dead Fred (1991),Comedy|Fantasy
482,1099,482,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
483,1101,483,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
484,1103,484,Jean de Florette (1986),Drama|Mystery
485,1104,485,Manon of the Spring (Manon des sources) (1986),Drama
486,1107,486,Private Benjamin (1980),Comedy
487,1108,487,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
488,1119,488,When We Were Kings (1996),Documentary
489,1120,489,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
490,1143,490,Bob Roberts (1992),Comedy
491,1144,491,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama
492,1145,492,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama
493,1147,493,Delicatessen (1991),Comedy|Drama|Romance
494,1150,494,Paths of Glory (1957),Drama|War
495,1151,495,"Grifters, The (1990)",Crime|Drama|Film-Noir
496,1154,496,"English Patient, The (1996)",Drama|Romance|War
497,1156,497,My Left Foot (1989),Drama
498,1157,498,"Sex, Lies, and Videotape (1989)",Drama
499,1159,499,Strictly Ballroom (1992),Comedy|Romance
500,1160,500,"Thin Blue Line, The (1988)",Documentary
501,1164,501,One Flew Over the Cuckoo's Nest (1975),Drama
502,1165,502,Cheech and Chong's Up in Smoke (1978),Comedy
503,1166,503,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
504,1167,504,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
505,1168,505,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
506,1169,506,Brazil (1985),Fantasy|Sci-Fi
507,1170,507,Aliens (1986),Action|Adventure|Horror|Sci-Fi
508,1171,508,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
509,1173,509,12 Angry Men (1957),Drama
510,1174,510,Lawrence of Arabia (1962),Adventure|Drama|War
511,1175,511,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
512,1176,512,To Kill a Mockingbird (1962),Drama
513,1177,513,Apocalypse Now (1979),Action|Drama|War
514,1178,514,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western
515,1179,515,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
516,1180,516,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance
517,1181,517,"Third Man, The (1949)",Film-Noir|Mystery|Thriller
518,1182,518,Goodfellas (1990),Crime|Drama
519,1183,519,Alien (1979),Horror|Sci-Fi
520,1184,520,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror
521,1186,521,Ran (1985),Drama|War
522,1187,522,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller
523,1188,523,Psycho (1960),Crime|Horror
524,1189,524,"Blues Brothers, The (1980)",Action|Comedy|Musical
525,1190,525,"Godfather: Part II, The (1974)",Crime|Drama
526,1191,526,Full Metal Jacket (1987),Drama|War
527,1192,527,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi
528,1193,528,Henry V (1989),Action|Drama|Romance|War
529,1194,529,Amadeus (1984),Drama
530,1195,530,"Quiet Man, The (1952)",Drama|Romance
531,1196,531,Once Upon a Time in America (1984),Crime|Drama
532,1197,532,Raging Bull (1980),Drama
533,1198,533,Annie Hall (1977),Comedy|Romance
534,1199,534,"Right Stuff, The (1983)",Drama
535,1200,535,Stalker (1979),Drama|Mystery|Sci-Fi
536,1201,536,"Boot, Das (Boat, The) (1981)",Action|Drama|War
537,1202,537,"Sting, The (1973)",Comedy|Crime
538,1203,538,Harold and Maude (1971),Comedy|Drama|Romance
539,1205,539,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
540,1206,540,Local Hero (1983),Comedy
541,1207,541,"Terminator, The (1984)",Action|Sci-Fi|Thriller
542,1208,542,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror
543,1209,543,Glory (1989),Drama|War
544,1210,544,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
545,1211,545,Manhattan (1979),Comedy|Drama|Romance
546,1212,546,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller
547,1213,547,Dead Poets Society (1989),Drama
548,1214,548,"Graduate, The (1967)",Comedy|Drama|Romance
549,1215,549,Touch of Evil (1958),Crime|Film-Noir|Thriller
550,1216,550,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller
551,1217,551,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
552,1218,552,8 1/2 (8½) (1963),Drama|Fantasy
553,1219,553,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
554,1220,554,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller
555,1221,555,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western
556,1222,556,Bad Taste (1987),Comedy|Horror|Sci-Fi
557,1223,557,Duck Soup (1933),Comedy|Musical|War
558,1224,558,Better Off Dead... (1985),Comedy|Romance
559,1225,559,"Shining, The (1980)",Horror
560,1226,560,Stand by Me (1986),Adventure|Drama
561,1227,561,M (1931),Crime|Film-Noir|Thriller
562,1228,562,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror
563,1229,563,"Great Escape, The (1963)",Action|Adventure|Drama|War
564,1230,564,"Deer Hunter, The (1978)",Drama|War
565,1231,565,Diva (1981),Action|Drama|Mystery|Romance|Thriller
566,1232,566,Groundhog Day (1993),Comedy|Fantasy|Romance
567,1233,567,Unforgiven (1992),Drama|Western
568,1234,568,"Manchurian Candidate, The (1962)",Crime|Thriller|War
569,1235,569,Pump Up the Volume (1990),Comedy|Drama
570,1236,570,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
571,1237,571,Back to the Future (1985),Adventure|Comedy|Sci-Fi
572,1238,572,Fried Green Tomatoes (1991),Comedy|Crime|Drama
573,1239,573,Patton (1970),Drama|War
574,1240,574,Down by Law (1986),Comedy|Drama|Film-Noir
575,1241,575,Akira (1988),Action|Adventure|Animation|Sci-Fi
576,1242,576,Highlander (1986),Action|Adventure|Fantasy
577,1243,577,Cool Hand Luke (1967),Drama
578,1244,578,Cyrano de Bergerac (1990),Comedy|Drama|Romance
579,1245,579,Young Frankenstein (1974),Comedy|Fantasy
580,1246,580,Night on Earth (1991),Comedy|Drama
581,1247,581,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama
582,1248,582,"Great Dictator, The (1940)",Comedy|Drama|War
583,1249,583,Fantasia (1940),Animation|Children|Fantasy|Musical
584,1250,584,High Noon (1952),Drama|Western
585,1251,585,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery
586,1252,586,Heathers (1989),Comedy
587,1253,587,Somewhere in Time (1980),Drama|Romance
588,1254,588,Ben-Hur (1959),Action|Adventure|Drama
589,1255,589,This Is Spinal Tap (1984),Comedy
590,1256,590,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary
591,1257,591,Some Kind of Wonderful (1987),Drama|Romance
592,1258,592,Indiana Jones and the Last Crusade (1989),Action|Adventure
593,1259,593,Being There (1979),Comedy|Drama
594,1260,594,Gandhi (1982),Drama
595,1261,595,"Unbearable Lightness of Being, The (1988)",Drama
596,1262,596,"Room with a View, A (1986)",Drama|Romance
597,1263,597,Real Genius (1985),Comedy
598,1264,598,Pink Floyd: The Wall (1982),Drama|Musical
599,1265,599,"Killing Fields, The (1984)",Drama|War
600,1266,600,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama
601,1267,601,Forbidden Planet (1956),Drama|Sci-Fi
602,1268,602,Field of Dreams (1989),Children|Drama|Fantasy
603,1269,603,"Man Who Would Be King, The (1975)",Adventure|Drama
604,1270,604,Butch Cassidy and the Sundance Kid (1969),Action|Western
605,1271,605,"Paris, Texas (1984)",Drama|Romance
606,1273,606,When Harry Met Sally... (1989),Comedy|Romance
607,1286,607,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller
608,1287,608,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller
609,1293,609,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller
610,1299,610,"Birds, The (1963)",Horror|Thriller
611,1300,611,"Blob, The (1958)",Horror|Sci-Fi
612,1304,612,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller
613,1305,613,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",Drama|Horror|Sci-Fi
614,1307,614,Candyman (1992),Horror|Thriller
615,1308,615,Cape Fear (1991),Thriller
616,1309,616,Cape Fear (1962),Crime|Drama|Thriller
617,1310,617,Carrie (1976),Drama|Fantasy|Horror|Thriller
618,1312,618,"Nightmare on Elm Street, A (1984)",Horror|Thriller
619,1313,619,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
620,1315,620,"Omen, The (1976)",Horror|Mystery|Thriller
621,1319,621,Breaking the Waves (1996),Drama|Mystery
622,1321,622,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
623,1322,623,Shine (1996),Drama|Romance
624,1323,624,Sling Blade (1996),Drama
625,1324,625,Jingle All the Way (1996),Children|Comedy
626,1331,626,101 Dalmatians (1996),Adventure|Children|Comedy
627,1334,627,Die Hard 2 (1990),Action|Adventure|Thriller
628,1335,628,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi
629,1336,629,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi
630,1337,630,Star Trek V: The Final Frontier (1989),Action|Sci-Fi
631,1338,631,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller
632,1339,632,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
633,1340,633,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi
634,1341,634,Batman Returns (1992),Action|Crime
635,1342,635,Young Guns (1988),Action|Comedy|Western
636,1343,636,Young Guns II (1990),Action|Western
637,1344,637,Grease (1978),Comedy|Musical|Romance
638,1345,638,Grease 2 (1982),Comedy|Musical|Romance
639,1349,639,Under Siege (1992),Action|Drama|Thriller
640,1351,640,Jaws (1975),Action|Horror
641,1352,641,Jaws 2 (1978),Horror|Thriller
642,1355,642,Mars Attacks! (1996),Action|Comedy|Sci-Fi
643,1357,643,Jerry Maguire (1996),Drama|Romance
644,1358,644,Raising Arizona (1987),Comedy
645,1359,645,Tin Men (1987),Comedy|Drama
646,1360,646,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi
647,1367,647,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime
648,1369,648,Scream (1996),Comedy|Horror|Mystery|Thriller
649,1370,649,"Last of the Mohicans, The (1992)",Action|Romance|War|Western
650,1371,650,Michael (1996),Comedy|Drama|Fantasy|Romance
651,1373,651,Hamlet (1996),Crime|Drama|Romance
652,1378,652,Evita (1996),Drama|Musical
653,1383,653,Murder at 1600 (1997),Crime|Drama|Mystery|Thriller
654,1386,654,Fierce Creatures (1997),Comedy
655,1390,655,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),Action|Adventure|Comedy|Thriller
656,1392,656,Beverly Hills Ninja (1997),Action|Comedy
657,1398,657,Dante's Peak (1997),Action|Thriller
658,1401,658,Benny & Joon (1993),Comedy|Romance
659,1406,659,Kolya (Kolja) (1996),Comedy|Drama
660,1409,660,Waiting for Guffman (1996),Comedy
661,1415,661,Fools Rush In (1997),Comedy|Drama|Romance
662,1417,662,Absolute Power (1997),Mystery|Thriller
663,1419,663,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),Comedy
664,1422,664,Lost Highway (1997),Crime|Drama|Fantasy|Film-Noir|Mystery|Romance
665,1424,665,Donnie Brasco (1997),Crime|Drama
666,1433,666,Private Parts (1997),Comedy|Drama
667,1435,667,"Saint, The (1997)",Action|Romance|Sci-Fi|Thriller
668,1438,668,Crash (1996),Drama|Thriller
669,1440,669,Liar Liar (1997),Comedy
670,1443,670,"Devil's Own, The (1997)",Action|Drama|Thriller
671,1451,671,Anaconda (1997),Action|Adventure|Thriller
672,1452,672,Grosse Pointe Blank (1997),Comedy|Crime|Romance
673,1462,673,Romy and Michele's High School Reunion (1997),Comedy
674,1464,674,Volcano (1997),Action|Drama|Thriller
675,1466,675,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy
676,1467,676,Breakdown (1997),Action|Thriller
677,1475,677,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi
678,1483,678,Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance
679,1486,679,Addicted to Love (1997),Comedy|Romance
680,1489,680,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
681,1497,681,Con Air (1997),Action|Adventure|Thriller
682,1501,682,Speed 2: Cruise Control (1997),Action|Romance|Thriller
683,1506,683,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller
684,1510,684,Hercules (1997),Adventure|Animation|Children|Comedy|Musical
685,1513,685,My Best Friend's Wedding (1997),Comedy|Romance
686,1517,686,Face/Off (1997),Action|Crime|Drama|Thriller
687,1523,687,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
688,1527,688,Contact (1997),Drama|Sci-Fi
689,1529,689,G.I. Jane (1997),Action|Drama
690,1530,690,Conan the Barbarian (1982),Action|Adventure|Fantasy
691,1531,691,George of the Jungle (1997),Children|Comedy
692,1532,692,Cop Land (1997),Action|Crime|Drama|Thriller
693,1533,693,Event Horizon (1997),Horror|Sci-Fi|Thriller
694,1534,694,Spawn (1997),Action|Adventure|Sci-Fi|Thriller
695,1537,695,In the Company of Men (1997),Comedy|Drama
696,1540,696,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller
697,1546,697,Mimic (1997),Horror|Sci-Fi|Thriller
698,1550,698,Air Force One (1997),Action|Thriller
699,1552,699,"Hunt for Red October, The (1990)",Action|Adventure|Thriller
700,1553,700,My Own Private Idaho (1991),Drama|Romance
701,1556,701,In & Out (1997),Comedy
702,1557,702,"Edge, The (1997)",Adventure|Drama
703,1558,703,"Peacemaker, The (1997)",Action|Thriller|War
704,1559,704,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
705,1560,705,Seven Years in Tibet (1997),Adventure|Drama|War
706,1561,706,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller
707,1566,707,"Game, The (1997)",Drama|Mystery|Thriller
708,1568,708,U Turn (1997),Crime|Drama|Mystery
709,1574,709,Ulee's Gold (1997),Drama
710,1575,710,"Ice Storm, The (1997)",Drama
711,1577,711,Chasing Amy (1997),Comedy|Drama|Romance
712,1579,712,"Full Monty, The (1997)",Comedy|Drama
713,1581,713,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama|Romance
714,1582,714,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
715,1583,715,The Devil's Advocate (1997),Drama|Mystery|Thriller
716,1591,716,Gattaca (1997),Drama|Sci-Fi|Thriller
717,1601,717,Stripes (1981),Comedy|War
718,1603,718,Bean (1997),Comedy
719,1610,719,"Rainmaker, The (1997)",Drama
720,1611,720,Boogie Nights (1997),Drama
721,1612,721,Witness (1985),Drama|Romance|Thriller
722,1614,722,Starship Troopers (1997),Action|Sci-Fi
723,1616,723,"Joy Luck Club, The (1993)",Drama|Romance
724,1618,724,Sliding Doors (1998),Drama|Romance
725,1619,725,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy
726,1620,726,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
727,1625,727,"Jackal, The (1997)",Action|Thriller
728,1626,728,Anastasia (1997),Adventure|Animation|Children|Drama|Musical
729,1628,729,Alien: Resurrection (1997),Action|Horror|Sci-Fi
730,1630,730,Amistad (1997),Drama|Mystery
731,1631,731,"Apostle, The (1997)",Drama
732,1637,732,Deconstructing Harry (1997),Comedy|Drama
733,1638,733,Flubber (1997),Children|Comedy|Fantasy
734,1640,734,Good Will Hunting (1997),Drama|Romance
735,1643,735,Home Alone 3 (1997),Children|Comedy
736,1646,736,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery
737,1647,737,Mouse Hunt (1997),Children|Comedy
738,1651,738,Scream 2 (1997),Comedy|Horror|Mystery|Thriller
739,1653,739,"Sweet Hereafter, The (1997)",Drama
740,1655,740,Titanic (1997),Drama|Romance
741,1656,741,Tomorrow Never Dies (1997),Action|Adventure|Thriller
742,1660,742,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi
743,1661,743,"Horse Whisperer, The (1998)",Drama|Romance
744,1663,744,Jackie Brown (1997),Crime|Drama|Thriller
745,1666,745,"Big Lebowski, The (1998)",Comedy|Crime
746,1669,746,Great Expectations (1998),Drama|Romance
747,1677,747,Wag the Dog (1997),Comedy
748,1678,748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller
749,1682,749,Half Baked (1998),Comedy
750,1683,750,Fallen (1998),Crime|Drama|Fantasy|Thriller
751,1688,751,Spice World (1997),Comedy
752,1694,752,"Replacement Killers, The (1998)",Action|Crime|Thriller
753,1697,753,Blues Brothers 2000 (1998),Action|Comedy|Musical
754,1701,754,"Wedding Singer, The (1998)",Comedy|Romance
755,1702,755,Sphere (1998),Sci-Fi|Thriller
756,1707,756,As Good as It Gets (1997),Comedy|Drama|Romance
757,1713,757,U.S. Marshals (1998),Action|Crime|Thriller
758,1720,758,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller
759,1721,759,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama
760,1723,760,Wild Things (1998),Crime|Drama|Mystery|Thriller
761,1727,761,Primary Colors (1998),Comedy|Drama
762,1744,762,Lost in Space (1998),Action|Adventure|Sci-Fi
763,1746,763,Mercury Rising (1998),Action|Drama|Thriller
764,1747,764,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller
765,1748,765,City of Angels (1998),Drama|Fantasy|Romance
766,1757,766,Zero Effect (1998),Comedy|Mystery|Thriller
767,1774,767,Species II (1998),Horror|Sci-Fi
768,1784,768,"Misérables, Les (1998)",Crime|Drama|Romance|War
769,1787,769,Deep Impact (1998),Drama|Sci-Fi|Thriller
770,1793,770,Godzilla (1998),Action|Sci-Fi|Thriller
771,1794,771,Bulworth (1998),Comedy|Drama|Romance
772,1795,772,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama
773,1796,773,"Opposite of Sex, The (1998)",Comedy|Drama|Romance
774,1799,774,Hope Floats (1998),Comedy|Drama|Romance
775,1803,775,"Perfect Murder, A (1998)",Thriller
776,1805,776,Six Days Seven Nights (1998),Adventure|Comedy|Romance
777,1806,777,Can't Hardly Wait (1998),Comedy|Drama|Romance
778,1818,778,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance
779,1820,779,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller
780,1822,780,Dr. Dolittle (1998),Comedy
781,1823,781,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller
782,1825,782,Smoke Signals (1998),Comedy|Drama
783,1827,783,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance
784,1828,784,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
785,1829,785,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller
786,1831,786,Small Soldiers (1998),Animation|Children|Fantasy|War
787,1832,787,Pi (1998),Drama|Sci-Fi|Thriller
788,1834,788,There's Something About Mary (1998),Comedy|Romance
789,1835,789,Plan 9 from Outer Space (1959),Horror|Sci-Fi
790,1838,790,All Quiet on the Western Front (1930),Action|Drama|War
791,1855,791,From Here to Eternity (1953),Drama|Romance|War
792,1856,792,On the Waterfront (1954),Crime|Drama
793,1858,793,West Side Story (1961),Drama|Musical|Romance
794,1860,794,"Man for All Seasons, A (1966)",Drama
795,1861,795,In the Heat of the Night (1967),Drama|Mystery
796,1862,796,Oliver! (1968),Drama|Musical
797,1863,797,Midnight Cowboy (1969),Drama
798,1864,798,"French Connection, The (1971)",Action|Crime|Thriller
799,1865,799,Rocky (1976),Drama
800,1866,800,Kramer vs. Kramer (1979),Drama
801,1867,801,Ordinary People (1980),Drama
802,1868,802,Chariots of Fire (1981),Drama
803,1869,803,Terms of Endearment (1983),Comedy|Drama
804,1870,804,Out of Africa (1985),Drama|Romance
805,1871,805,"Last Emperor, The (1987)",Drama
806,1872,806,Rain Man (1988),Drama
807,1873,807,Driving Miss Daisy (1989),Drama
808,1874,808,Take the Money and Run (1969),Comedy|Crime
809,1875,809,Klute (1971),Drama|Mystery
810,1876,810,Repo Man (1984),Comedy|Sci-Fi
811,1878,811,Labyrinth (1986),Adventure|Fantasy|Musical
812,1879,812,"Breakfast Club, The (1985)",Comedy|Drama
813,1880,813,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror
814,1881,814,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller
815,1885,815,Friday the 13th (1980),Horror|Mystery|Thriller
816,1893,816,Halloween (1978),Horror
817,1902,817,Child's Play (1988),Horror|Thriller
818,1905,818,Poltergeist (1982),Horror|Thriller
819,1908,819,"Exorcist, The (1973)",Horror|Mystery
820,1911,820,Lethal Weapon (1987),Action|Comedy|Crime|Drama
821,1912,821,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
822,1913,822,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
823,1914,823,Gremlins (1984),Comedy|Horror
824,1915,824,Gremlins 2: The New Batch (1990),Comedy|Horror
825,1916,825,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy
826,1917,826,"Mask of Zorro, The (1998)",Action|Comedy|Romance
827,1920,827,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller
828,1921,828,Metropolis (1927),Drama|Sci-Fi
829,1922,829,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
830,1923,830,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
831,1924,831,"Poseidon Adventure, The (1972)",Action|Adventure|Drama
832,1926,832,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy
833,1929,833,Bambi (1942),Animation|Children|Drama
834,1930,834,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
835,1931,835,Dangerous Liaisons (1988),Drama|Romance
836,1932,836,Dune (1984),Adventure|Sci-Fi
837,1933,837,"Last Temptation of Christ, The (1988)",Drama
838,1934,838,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller
839,1936,839,Lolita (1997),Drama|Romance
840,1939,840,Saving Private Ryan (1998),Action|Drama|War
841,1945,841,"Black Hole, The (1979)",Children|Sci-Fi
842,1953,842,D2: The Mighty Ducks (1994),Children|Comedy
843,1957,843,Flight of the Navigator (1986),Adventure|Children|Sci-Fi
844,1963,844,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror
845,1964,845,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi
846,1965,846,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
847,1969,847,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller
848,1970,848,"Parent Trap, The (1998)",Children|Comedy|Romance
849,1971,849,BASEketball (1998),Comedy
850,1975,850,Roger & Me (1989),Documentary
851,1976,851,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance
852,1978,852,Doctor Zhivago (1965),Drama|Romance|War
853,1983,853,"'burbs, The (1989)",Comedy
854,1987,854,Blue Velvet (1986),Drama|Mystery|Thriller
855,1989,855,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
856,1991,856,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
857,1992,857,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
858,1993,858,"Mighty Ducks, The (1992)",Children|Comedy
859,1994,859,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical
860,1996,860,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children
861,1998,861,Peter Pan (1953),Animation|Children|Fantasy|Musical
862,1999,862,Popeye (1980),Adventure|Comedy|Musical
863,2000,863,"Rescuers Down Under, The (1990)",Adventure|Animation|Children
864,2001,864,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama
865,2004,865,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
866,2006,866,Sleeping Beauty (1959),Animation|Children|Musical
867,2010,867,Splash (1984),Comedy|Fantasy|Romance
868,2015,868,Tron (1982),Action|Adventure|Sci-Fi
869,2017,869,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),Horror|Thriller
870,2018,870,L.A. Story (1991),Comedy|Romance
871,2019,871,"Jerk, The (1979)",Comedy
872,2020,872,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller
873,2021,873,"Man with Two Brains, The (1983)",Comedy
874,2022,874,Grand Canyon (1991),Crime|Drama
875,2024,875,"Outsiders, The (1983)",Drama
876,2025,876,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
877,2026,877,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy
878,2027,878,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi
879,2028,879,"Dead Zone, The (1983)",Thriller
880,2032,880,Children of the Corn (1984),Horror|Thriller
881,2033,881,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy
882,2034,882,"Addams Family, The (1991)",Children|Comedy|Fantasy
883,2035,883,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance
884,2036,884,Snake Eyes (1998),Action|Crime|Mystery|Thriller
885,2042,885,Who's Afraid of Virginia Woolf? (1966),Drama
886,2043,886,Adventures in Babysitting (1987),Adventure|Comedy
887,2044,887,Weird Science (1985),Comedy|Fantasy|Sci-Fi
888,2046,888,"Nutty Professor, The (1963)",Comedy|Sci-Fi
889,2047,889,Charlotte's Web (1973),Animation|Children
890,2048,890,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy
891,2049,891,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama
892,2050,892,"Dark Crystal, The (1982)",Adventure|Fantasy
893,2051,893,"American Tail, An (1986)",Adventure|Animation|Children|Comedy
894,2052,894,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western
895,2053,895,Legend (1985),Adventure|Fantasy|Romance
896,2054,896,Sixteen Candles (1984),Comedy|Romance
897,2055,897,Pretty in Pink (1986),Comedy|Drama|Romance
898,2056,898,St. Elmo's Fire (1985),Drama|Romance
