,title,genres,movieId
903,Gattaca (1997),Drama|Sci-Fi|Thriller,903
904,"Life Less Ordinary, A (1997)",Romance|Thriller,904
905,Eve's Bayou (1997),Drama,905
906,Stripes (1981),Comedy|War,906
907,Bean (1997),Comedy,907
908,Mad City (1997),Action|Drama,908
909,"Rainmaker, The (1997)",Drama,909
910,Boogie Nights (1997),Drama,910
911,Witness (1985),Drama|Romance|Thriller,911
912,Starship Troopers (1997),Action|Sci-Fi,912
913,"Joy Luck Club, The (1993)",Drama|Romance,913
914,Sliding Doors (1998),Drama|Romance,914
915,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy,915
916,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,916
917,"Wings of the Dove, The (1997)",Drama|Romance,917
918,"Jackal, The (1997)",Action|Thriller,918
919,Anastasia (1997),Adventure|Animation|Children|Drama|Musical,919
920,"Man Who Knew Too Little, The (1997)",Comedy|Crime|Thriller,920
921,Alien: Resurrection (1997),Action|Horror|Sci-Fi,921
922,Amistad (1997),Drama|Mystery,922
923,"Apostle, The (1997)",Drama,923
924,"Butcher Boy, The (1997)",Comedy|Drama,924
925,Deconstructing Harry (1997),Comedy|Drama,925
926,Flubber (1997),Children|Comedy|Fantasy,926
927,Good Will Hunting (1997),Drama|Romance,927
928,Home Alone 3 (1997),Children|Comedy,928
929,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery,929
930,Mouse Hunt (1997),Children|Comedy,930
931,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,931
932,"Sweet Hereafter, The (1997)",Drama,932
933,Titanic (1997),Drama|Romance,933
934,Tomorrow Never Dies (1997),Action|Adventure|Thriller,934
935,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi,935
936,"Horse Whisperer, The (1998)",Drama|Romance,936
937,Jackie Brown (1997),Crime|Drama|Thriller,937
938,Kundun (1997),Drama,938
939,"Big Lebowski, The (1998)",Comedy|Crime,939
940,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama,940
941,Great Expectations (1998),Drama|Romance,941
942,Wag the Dog (1997),Comedy,942
943,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,943
944,Hard Rain (1998),Action|Crime|Thriller,944
945,Half Baked (1998),Comedy,945
946,Fallen (1998),Crime|Drama|Fantasy|Thriller,946
947,Spice World (1997),Comedy,947
948,Deep Rising (1998),Action|Horror|Sci-Fi,948
949,"Replacement Killers, The (1998)",Action|Crime|Thriller,949
950,Blues Brothers 2000 (1998),Action|Comedy|Musical,950
951,"Wedding Singer, The (1998)",Comedy|Romance,951
952,Sphere (1998),Sci-Fi|Thriller,952
953,Palmetto (1998),Crime|Drama|Mystery|Romance|Thriller,953
954,As Good as It Gets (1997),Comedy|Drama|Romance,954
955,King of New York (1990),Crime|Thriller,955
956,U.S. Marshals (1998),Action|Crime|Thriller,956
957,Love and Death on Long Island (1997),Comedy|Drama,957
958,Everest (1998),Documentary|IMAX,958
959,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller,959
960,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama,960
961,Wild Things (1998),Crime|Drama|Mystery|Thriller,961
962,Paulie (1998),Adventure|Children|Comedy,962
963,Fireworks (Hana-bi) (1997),Crime|Drama,963
964,Primary Colors (1998),Comedy|Drama,964
965,"Object of My Affection, The (1998)",Comedy|Romance,965
966,Lost in Space (1998),Action|Adventure|Sci-Fi,966
967,Mercury Rising (1998),Action|Drama|Thriller,967
968,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller,968
969,City of Angels (1998),Drama|Fantasy|Romance,969
970,"Last Days of Disco, The (1998)",Comedy|Drama,970
971,He Got Game (1998),Drama,971
972,Zero Effect (1998),Comedy|Mystery|Thriller,972
973,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy,973
974,Mr. Nice Guy (Yat goh ho yan) (1997),Action|Comedy,974
975,Species II (1998),Horror|Sci-Fi,975
976,"Big Hit, The (1998)",Action|Comedy|Crime,976
977,"Misérables, Les (1998)",Crime|Drama|Romance|War,977
978,Deep Impact (1998),Drama|Sci-Fi|Thriller,978
979,Godzilla (1998),Action|Sci-Fi|Thriller,979
980,Bulworth (1998),Comedy|Drama|Romance,980
981,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama,981
982,"Opposite of Sex, The (1998)",Comedy|Drama|Romance,982
983,Hope Floats (1998),Comedy|Drama|Romance,983
984,Insomnia (1997),Drama|Mystery|Thriller,984
985,"Perfect Murder, A (1998)",Thriller,985
986,Six Days Seven Nights (1998),Adventure|Comedy|Romance,986
987,Can't Hardly Wait (1998),Comedy|Drama|Romance,987
988,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance,988
989,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller,989
990,Dr. Dolittle (1998),Comedy,990
991,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,991
992,Picnic at Hanging Rock (1975),Drama|Mystery,992
993,Smoke Signals (1998),Comedy|Drama,993
994,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,994
995,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,995
996,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller,996
997,Small Soldiers (1998),Animation|Children|Fantasy|War,997
998,Pi (1998),Drama|Sci-Fi|Thriller,998
999,There's Something About Mary (1998),Comedy|Romance,999
1000,Plan 9 from Outer Space (1959),Horror|Sci-Fi,1000
1001,All Quiet on the Western Front (1930),Action|Drama|War,1001
1002,Mutiny on the Bounty (1935),Adventure|Drama,1002
1003,"Lost Weekend, The (1945)",Drama,1003
1004,"Best Years of Our Lives, The (1946)",Drama|War,1004
1005,From Here to Eternity (1953),Drama|Romance|War,1005
1006,On the Waterfront (1954),Crime|Drama,1006
1007,Marty (1955),Drama|Romance,1007
1008,West Side Story (1961),Drama|Musical|Romance,1008
1009,Tom Jones (1963),Adventure|Comedy|Romance,1009
1010,"Man for All Seasons, A (1966)",Drama,1010
1011,In the Heat of the Night (1967),Drama|Mystery,1011
1012,Oliver! (1968),Drama|Musical,1012
1013,Midnight Cowboy (1969),Drama,1013
1014,"French Connection, The (1971)",Action|Crime|Thriller,1014
1015,Rocky (1976),Drama,1015
1016,Kramer vs. Kramer (1979),Drama,1016
1017,Ordinary People (1980),Drama,1017
1018,Chariots of Fire (1981),Drama,1018
1019,Terms of Endearment (1983),Comedy|Drama,1019
1020,Out of Africa (1985),Drama|Romance,1020
1021,"Last Emperor, The (1987)",Drama,1021
1022,Rain Man (1988),Drama,1022
1023,Driving Miss Daisy (1989),Drama,1023
1024,Take the Money and Run (1969),Comedy|Crime,1024
1025,Klute (1971),Drama|Mystery,1025
1026,Repo Man (1984),Comedy|Sci-Fi,1026
1027,Metropolitan (1990),Comedy,1027
1028,Labyrinth (1986),Adventure|Fantasy|Musical,1028
1029,"Breakfast Club, The (1985)",Comedy|Drama,1029
1030,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror,1030
1031,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller,1031
1032,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller,1032
1033,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror,1033
1034,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",Horror,1034
1035,Friday the 13th (1980),Horror|Mystery|Thriller,1035
1036,Friday the 13th Part 2 (1981),Horror,1036
1037,Friday the 13th Part 3: 3D (1982),Horror,1037
1038,Friday the 13th Part IV: The Final Chapter (1984),Horror,1038
1039,Friday the 13th Part V: A New Beginning (1985),Horror,1039
1040,Friday the 13th Part VI: Jason Lives (1986),Horror,1040
1041,Friday the 13th Part VII: The New Blood (1988),Horror,1041
1042,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror,1042
1043,Halloween (1978),Horror,1043
1044,Halloween II (1981),Horror,1044
1045,Halloween III: Season of the Witch (1982),Horror,1045
1046,Halloween 4: The Return of Michael Myers (1988),Horror,1046
1047,Child's Play (1988),Horror|Thriller,1047
1048,Child's Play 2 (1990),Horror|Thriller,1048
1049,Child's Play 3 (1991),Comedy|Horror|Thriller,1049
1050,Poltergeist (1982),Horror|Thriller,1050
1051,Poltergeist II: The Other Side (1986),Horror|Thriller,1051
1052,Poltergeist III (1988),Horror|Thriller,1052
1053,"Exorcist, The (1973)",Horror|Mystery,1053
1054,"Exorcist III, The (1990)",Horror,1054
1055,Lethal Weapon (1987),Action|Comedy|Crime|Drama,1055
1056,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,1056
1057,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,1057
1058,Gremlins (1984),Comedy|Horror,1058
1059,Gremlins 2: The New Batch (1990),Comedy|Horror,1059
1060,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,1060
1061,"Mask of Zorro, The (1998)",Action|Comedy|Romance,1061
1062,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller,1062
1063,Metropolis (1927),Drama|Sci-Fi,1063
1064,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,1064
1065,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,1065
1066,"Poseidon Adventure, The (1972)",Action|Adventure|Drama,1066
1067,Freaky Friday (1977),Children|Comedy|Fantasy,1067
1068,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy,1068
1069,Bambi (1942),Animation|Children|Drama,1069
1070,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,1070
1071,Dangerous Liaisons (1988),Drama|Romance,1071
1072,Dune (1984),Adventure|Sci-Fi,1072
1073,"Last Temptation of Christ, The (1988)",Drama,1073
1074,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller,1074
1075,Lolita (1997),Drama|Romance,1075
1076,Disturbing Behavior (1998),Horror|Thriller,1076
1077,Saving Private Ryan (1998),Action|Drama|War,1077
1078,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy,1078
1079,"Black Hole, The (1979)",Children|Sci-Fi,1079
1080,Blank Check (1994),Children|Comedy,1080
1081,"Cat from Outer Space, The (1978)",Children|Comedy|Sci-Fi,1081
1082,D2: The Mighty Ducks (1994),Children|Comedy,1082
1083,Darby O'Gill and the Little People (1959),Adventure|Children|Fantasy,1083
1084,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,1084
1085,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime,1085
1086,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror,1086
1087,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi,1087
1088,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,1088
1089,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller,1089
1090,"Parent Trap, The (1998)",Children|Comedy|Romance,1090
1091,BASEketball (1998),Comedy,1091
1092,Roger & Me (1989),Documentary,1092
1093,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance,1093
1094,Out of the Past (1947),Film-Noir,1094
1095,Doctor Zhivago (1965),Drama|Romance|War,1095
1096,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery,1096
1097,"Trip to Bountiful, The (1985)",Drama,1097
1098,Tender Mercies (1983),Drama|Romance|Western,1098
1099,And the Band Played On (1993),Drama,1099
1100,"'burbs, The (1989)",Comedy,1100
1101,Blue Velvet (1986),Drama|Mystery|Thriller,1101
1102,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,1102
1103,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,1103
1104,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,1104
1105,"Mighty Ducks, The (1992)",Children|Comedy,1105
1106,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical,1106
1107,Newsies (1992),Children|Musical,1107
1108,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,1108
1109,Peter Pan (1953),Animation|Children|Fantasy|Musical,1109
1110,Popeye (1980),Adventure|Comedy|Musical,1110
1111,"Rescuers Down Under, The (1990)",Adventure|Animation|Children,1111
1112,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama,1112
1113,Return from Witch Mountain (1978),Children|Sci-Fi,1113
1114,Return to Oz (1985),Adventure|Children|Fantasy,1114
1115,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi,1115
1116,Sleeping Beauty (1959),Animation|Children|Musical,1116
1117,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller,1117
1118,Song of the South (1946),Adventure|Animation|Children|Musical,1118
1119,Splash (1984),Comedy|Fantasy|Romance,1119
1120,Steamboat Willie (1928),Animation|Children|Comedy|Musical,1120
1121,Tron (1982),Action|Adventure|Sci-Fi,1121
1122,Swing Kids (1993),Drama|War,1122
1123,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),Horror|Thriller,1123
1124,L.A. Story (1991),Comedy|Romance,1124
1125,"Jerk, The (1979)",Comedy,1125
1126,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller,1126
1127,"Man with Two Brains, The (1983)",Comedy,1127
1128,Grand Canyon (1991),Crime|Drama,1128
1129,"Outsiders, The (1983)",Drama,1129
1130,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,1130
1131,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy,1131
1132,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi,1132
1133,"Dead Zone, The (1983)",Thriller,1133
1134,Maximum Overdrive (1986),Horror,1134
1135,Needful Things (1993),Drama|Horror,1135
1136,Cujo (1983),Horror|Thriller,1136
1137,Children of the Corn (1984),Horror|Thriller,1137
1138,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy,1138
1139,"Addams Family, The (1991)",Children|Comedy|Fantasy,1139
1140,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance,1140
1141,Snake Eyes (1998),Action|Crime|Mystery|Thriller,1141
1142,Atlantic City (1980),Crime|Drama|Romance,1142
1143,Who's Afraid of Virginia Woolf? (1966),Drama,1143
1144,Adventures in Babysitting (1987),Adventure|Comedy,1144
1145,Weird Science (1985),Comedy|Fantasy|Sci-Fi,1145
1146,Doctor Dolittle (1967),Adventure|Children|Musical,1146
1147,"Nutty Professor, The (1963)",Comedy|Sci-Fi,1147
1148,Charlotte's Web (1973),Animation|Children,1148
1149,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy,1149
1150,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama,1150
1151,"Dark Crystal, The (1982)",Adventure|Fantasy,1151
1152,"American Tail, An (1986)",Adventure|Animation|Children|Comedy,1152
1153,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western,1153
1154,Legend (1985),Adventure|Fantasy|Romance,1154
1155,Sixteen Candles (1984),Comedy|Romance,1155
1156,Pretty in Pink (1986),Comedy|Drama|Romance,1156
1157,St. Elmo's Fire (1985),Drama|Romance,1157
1158,"Clan of the Cave Bear, The (1986)",Adventure|Drama|Fantasy,1158
1159,House (1986),Comedy|Fantasy|Horror,1159
1160,"Gods Must Be Crazy, The (1980)",Adventure|Comedy,1160
1161,"Gods Must Be Crazy II, The (1989)",Comedy,1161
1162,"Avengers, The (1998)",Action|Adventure,1162
1163,How Stella Got Her Groove Back (1998),Drama|Romance,1163
1164,"Slums of Beverly Hills, The (1998)",Comedy|Drama,1164
1165,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller,1165
1166,Rosemary's Baby (1968),Drama|Horror|Thriller,1166
1167,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy,1167
1168,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy,1168
1169,Attack of the Killer Tomatoes! (1978),Comedy|Horror,1169
1170,Blade (1998),Action|Horror|Thriller,1170
1171,Dead Man on Campus (1998),Comedy,1171
1172,Next Stop Wonderland (1998),Comedy|Drama|Romance,1172
1173,Beetlejuice (1988),Comedy|Fantasy,1173
1174,Rope (1948),Crime|Drama|Thriller,1174
1175,Frenzy (1972),Thriller,1175
1176,Marnie (1964),Drama|Mystery|Romance|Thriller,1176
1177,"Man Who Knew Too Much, The (1956)",Adventure|Drama|Mystery|Thriller,1177
1178,"Trouble with Harry, The (1955)",Comedy|Mystery,1178
1179,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller,1179
1180,54 (1998),Drama,1180
1181,Willow (1988),Action|Adventure|Fantasy,1181
1182,"Untouchables, The (1987)",Action|Crime|Drama,1182
1183,Dirty Work (1998),Comedy,1183
1184,Lifeboat (1944),Drama|War,1184
1185,Shadow of a Doubt (1943),Crime|Drama|Thriller,1185
1186,Suspicion (1941),Film-Noir|Mystery|Thriller,1186
1187,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller,1187
1188,"Man Who Knew Too Much, The (1934)",Drama|Thriller,1188
1189,Rounders (1998),Drama,1189
1190,Cube (1997),Horror|Mystery|Sci-Fi|Thriller,1190
1191,Simon Birch (1998),Drama,1191
1192,My Bodyguard (1980),Drama,1192
1193,Broadcast News (1987),Comedy|Drama|Romance,1193
1194,Working Girl (1988),Comedy|Drama|Romance,1194
1195,Married to the Mob (1988),Comedy,1195
1196,Say Anything... (1989),Comedy|Drama|Romance,1196
1197,My Blue Heaven (1990),Comedy,1197
1198,Hero (1992),Comedy|Drama,1198
1199,Toys (1992),Comedy|Fantasy,1199
1200,Blame It on Rio (1984),Comedy|Romance,1200
1201,One Crazy Summer (1986),Comedy,1201
1202,About Last Night... (1986),Comedy|Drama|Romance,1202
1203,"Seventh Sign, The (1988)",Drama|Fantasy|Thriller,1203
1204,"Butcher's Wife, The (1991)",Comedy|Romance,1204
1205,"Few Good Men, A (1992)",Crime|Drama|Thriller,1205
1206,Indecent Proposal (1993),Drama|Romance,1206
1207,Rush Hour (1998),Action|Comedy|Crime|Thriller,1207
1208,Ronin (1998),Action|Crime|Thriller,1208
1209,Urban Legend (1998),Horror|Thriller,1209
1210,Pecker (1998),Comedy|Drama,1210
1211,Them! (1954),Horror|Sci-Fi|Thriller,1211
1212,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,1212
1213,"Player, The (1992)",Comedy|Crime|Drama,1213
1214,Stardust Memories (1980),Comedy|Drama,1214
1215,Edward Scissorhands (1990),Drama|Fantasy|Romance,1215
1216,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,1216
1217,"Night at the Roxbury, A (1998)",Comedy,1217
1218,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance,1218
1219,"Producers, The (1968)",Comedy,1219
1220,History of the World: Part I (1981),Comedy|Musical,1220
1221,My Cousin Vinny (1992),Comedy,1221
1222,Nashville (1975),Drama|Musical,1222
1223,2010: The Year We Make Contact (1984),Sci-Fi,1223
1224,Children of a Lesser God (1986),Drama,1224
1225,"Elephant Man, The (1980)",Drama,1225
1226,Bride of Chucky (Child's Play 4) (1998),Comedy|Horror|Thriller,1226
1227,Practical Magic (1998),Drama|Fantasy|Mystery|Romance,1227
1228,Happiness (1998),Comedy|Drama,1228
1229,Apt Pupil (1998),Drama|Thriller,1229
1230,Pleasantville (1998),Comedy|Drama|Fantasy,1230
1231,Soldier (1998),Action|Sci-Fi|War,1231
1232,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,1232
1233,Orgazmo (1997),Comedy,1233
1234,Vampires (1998),Horror|Western,1234
1235,American History X (1998),Crime|Drama,1235
1236,Living Out Loud (1998),Comedy|Drama|Romance,1236
1237,Gods and Monsters (1998),Drama,1237
1238,"Siege, The (1998)",Action|Thriller,1238
1239,"Waterboy, The (1998)",Comedy,1239
1240,Elizabeth (1998),Drama,1240
1241,Velvet Goldmine (1998),Drama,1241
1242,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,1242
1243,Meet Joe Black (1998),Romance,1243
1244,Runaway Train (1985),Action|Adventure|Drama|Thriller,1244
1245,"Stepford Wives, The (1975)",Mystery|Sci-Fi|Thriller,1245
1246,Sid and Nancy (1986),Drama,1246
1247,Mona Lisa (1986),Comedy|Thriller,1247
1248,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama,1248
1249,"Big Chill, The (1983)",Comedy|Drama,1249
1250,Enemy of the State (1998),Action|Thriller,1250
1251,"Rugrats Movie, The (1998)",Animation|Children|Comedy,1251
1252,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,1252
1253,Celebrity (1998),Comedy,1253
1254,Central Station (Central do Brasil) (1998),Drama,1254
1255,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy,1255
1256,"Celebration, The (Festen) (1998)",Drama,1256
1257,Pink Flamingos (1972),Comedy,1257
1258,Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi,1258
1259,King Kong (1933),Action|Adventure|Fantasy|Horror,1259
1260,King Kong (1976),Adventure|Fantasy|Romance|Sci-Fi|Thriller,1260
1261,Desperately Seeking Susan (1985),Comedy|Drama|Romance,1261
1262,Fletch (1985),Comedy|Crime|Mystery,1262
1263,Fletch Lives (1989),Comedy,1263
1264,Red Sonja (1985),Action|Adventure|Fantasy,1264
1265,Gung Ho (1986),Comedy|Drama,1265
1266,"Money Pit, The (1986)",Comedy,1266
1267,"View to a Kill, A (1985)",Action|Adventure|Thriller,1267
1268,Lifeforce (1985),Horror|Sci-Fi,1268
1269,Police Academy (1984),Comedy|Crime,1269
1270,Police Academy 2: Their First Assignment (1985),Comedy|Crime,1270
1271,Police Academy 3: Back in Training (1986),Comedy|Crime,1271
1272,Police Academy 4: Citizens on Patrol (1987),Comedy|Crime,1272
1273,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime,1273
1274,Police Academy 6: City Under Siege (1989),Comedy|Crime,1274
1275,Babe: Pig in the City (1998),Adventure|Children|Drama,1275
1276,Very Bad Things (1998),Comedy|Crime,1276
1277,Psycho (1998),Crime|Horror|Thriller,1277
1278,Little Voice (1998),Comedy,1278
1279,"Simple Plan, A (1998)",Crime|Drama|Thriller,1279
1280,Jack Frost (1998),Children|Comedy|Drama,1280
1281,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi,1281
1282,"Prince of Egypt, The (1998)",Animation|Musical,1282
1283,Rushmore (1998),Comedy|Drama,1283
1284,Shakespeare in Love (1998),Comedy|Drama|Romance,1284
1285,Miracle on 34th Street (1947),Comedy|Drama,1285
1286,Santa Claus: The Movie (1985),Adventure|Children|Fantasy,1286
1287,Pale Rider (1985),Western,1287
1288,Rambo: First Blood Part II (1985),Action|Adventure|Thriller,1288
1289,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller,1289
1290,Rambo III (1988),Action|Adventure|Thriller|War,1290
1291,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,1291
1292,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,1292
1293,Cocoon (1985),Comedy|Sci-Fi,1293
1294,Cocoon: The Return (1988),Comedy|Sci-Fi,1294
1295,Rocky II (1979),Action|Drama,1295
1296,Rocky III (1982),Action|Drama,1296
1297,Rocky IV (1985),Action|Drama,1297
1298,Rocky V (1990),Action|Drama,1298
1299,Clue (1985),Comedy|Crime|Mystery|Thriller,1299
1300,Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller,1300
1301,Back to School (1986),Comedy,1301
1302,"Karate Kid, The (1984)",Drama,1302
1303,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,1303
1304,"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama,1304
1305,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy,1305
1306,You've Got Mail (1998),Comedy|Romance,1306
1307,"Thin Red Line, The (1998)",Action|Drama|War,1307
1308,"Faculty, The (1998)",Horror|Sci-Fi,1308
1309,Mighty Joe Young (1998),Action|Adventure|Drama|Fantasy|Thriller,1309
1310,Patch Adams (1998),Comedy|Drama,1310
1311,Stepmom (1998),Drama,1311
1312,"Civil Action, A (1998)",Drama,1312
1313,Tea with Mussolini (1999),Comedy|Drama|War,1313
1314,Affliction (1997),Drama,1314
1315,Hilary and Jackie (1998),Drama,1315
1316,Playing by Heart (1998),Drama|Romance,1316
1317,Varsity Blues (1999),Comedy|Drama,1317
1318,Virus (1999),Horror|Sci-Fi,1318
1319,Howard the Duck (1986),Adventure|Comedy|Sci-Fi,1319
1320,"Boy Who Could Fly, The (1986)",Drama|Fantasy,1320
1321,"Fly, The (1958)",Horror|Mystery|Sci-Fi,1321
1322,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller,1322
1323,"Fly II, The (1989)",Horror|Sci-Fi,1323
1324,Running Scared (1986),Action|Comedy,1324
1325,"Texas Chainsaw Massacre, The (1974)",Horror,1325
1326,Ruthless People (1986),Comedy,1326
1327,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller,1327
1328,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller,1328
1329,Peggy Sue Got Married (1986),Comedy|Drama,1329
1330,Crocodile Dundee (1986),Adventure|Comedy,1330
1331,Crocodile Dundee II (1988),Action|Adventure|Comedy,1331
1332,Soul Man (1986),Comedy,1332
1333,"Color of Money, The (1986)",Drama,1333
1334,Heartbreak Ridge (1986),Action|War,1334
1335,¡Three Amigos! (1986),Comedy|Western,1335
1336,She's All That (1999),Comedy|Romance,1336
1337,Peeping Tom (1960),Drama|Horror|Thriller,1337
1338,Payback (1999),Action|Thriller,1338
1339,"Fantastic Planet, The (Planète sauvage, La) (1973)",Animation|Sci-Fi,1339
1340,Blast from the Past (1999),Comedy|Romance,1340
1341,Message in a Bottle (1999),Romance,1341
1342,Jawbreaker (1999),Comedy,1342
1343,October Sky (1999),Drama,1343
1344,Office Space (1999),Comedy|Crime,1344
1345,200 Cigarettes (1999),Comedy|Drama,1345
1346,8MM (1999),Drama|Mystery|Thriller,1346
1347,"Other Sister, The (1999)",Comedy|Drama|Romance,1347
1348,"Long Goodbye, The (1973)",Crime|Film-Noir,1348
1349,Pet Sematary (1989),Horror,1349
1350,Pet Sematary II (1992),Comedy|Horror,1350
1351,Christine (1983),Horror,1351
1352,Night Shift (1982),Comedy,1352
1353,Airport (1970),Drama,1353
1354,"Towering Inferno, The (1974)",Action|Adventure|Drama|Thriller,1354
1355,Westworld (1973),Action|Sci-Fi|Thriller|Western,1355
1356,Logan's Run (1976),Action|Adventure|Sci-Fi,1356
1357,Planet of the Apes (1968),Action|Drama|Sci-Fi,1357
1358,Beneath the Planet of the Apes (1970),Action|Sci-Fi,1358
1359,Battle for the Planet of the Apes (1973),Action|Sci-Fi,1359
1360,Conquest of the Planet of the Apes (1972),Action|Sci-Fi,1360
1361,Escape from the Planet of the Apes (1971),Action|Sci-Fi,1361
1362,Analyze This (1999),Comedy,1362
1363,Cruel Intentions (1999),Drama,1363
1364,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,1364
1365,Wing Commander (1999),Action|Sci-Fi,1365
1366,"Haunting, The (1963)",Horror|Thriller,1366
1367,Dead Ringers (1988),Drama|Horror|Thriller,1367
1368,Village of the Damned (1960),Horror|Sci-Fi|Thriller,1368
1369,Baby Geniuses (1999),Comedy,1369
1370,Forces of Nature (1999),Comedy|Romance,1370
1371,Ravenous (1999),Horror|Thriller,1371
1372,True Crime (1999),Crime|Thriller,1372
1373,"King and I, The (1956)",Drama|Musical|Romance,1373
1374,EDtv (1999),Comedy,1374
1375,"Mod Squad, The (1999)",Action|Crime,1375
